order_item_id,type,order_id,item_id,requested_quantity,processed_quantity,start_location_id,goal_location_id,start_y,start_x,goal_y,goal_x,rack_id,status,priority,assigned_agent,requested_time
1301,INBOUND,7001,HK003,18,0,0,0,77,86,61,73,D006,WAIT,1,,301
1302,OUTBOUND,5001,HK003,7,0,0,0,61,73,78,43,D006,PENDING,1,,302
1303,INBOUND,5001,KH003,19,0,0,0,77,86,37,65,F010,WAIT,1,,303
1304,OUTBOUND,7001,KH003,16,0,0,0,37,65,78,43,F010,PENDING,1,,304
1305,INBOUND,7001,NX005,5,0,0,0,77,86,69,84,S009,WAIT,1,,305
1306,OUTBOUND,8001,NX005,19,0,0,0,69,84,78,43,S009,PENDING,1,,306
1307,INBOUND,5001,KH002,15,0,0,0,77,86,34,107,D004,WAIT,1,,307
1308,OUTBOUND,6001,KH002,13,0,0,0,34,107,78,43,D004,PENDING,1,,308
1309,INBOUND,8001,HK001,7,0,0,0,77,86,33,64,H008,WAIT,1,,309
1310,OUTBOUND,8001,HK001,19,0,0,0,33,64,78,43,H008,PENDING,1,,310
1311,INBOUND,5001,NX003,10,0,0,0,77,86,8,90,R004,WAIT,1,,311
1312,OUTBOUND,7001,NX003,16,0,0,0,8,90,78,43,R004,PENDING,1,,312
1313,INBOUND,5001,KH004,8,0,0,0,77,86,31,82,M007,WAIT,1,,313
1314,OUTBOUND,5001,KH004,9,0,0,0,31,82,78,43,M007,PENDING,1,,314
1315,INBOUND,6001,HK002,1,0,0,0,77,86,25,53,G004,WAIT,1,,315
1316,OUTBOUND,7001,HK002,8,0,0,0,25,53,78,43,G004,PENDING,1,,316
1317,INBOUND,5001,KH001,20,0,0,0,77,86,36,60,T010,WAIT,1,,317
1318,OUTBOUND,7001,KH001,23,0,0,0,36,60,78,43,T010,PENDING,1,,318
1319,INBOUND,5001,HK004,11,0,0,0,77,86,4,68,L007,WAIT,1,,319
1320,OUTBOUND,5001,HK004,5,0,0,0,4,68,78,43,L007,PENDING,1,,320
1321,INBOUND,6001,NX002,16,0,0,0,77,86,8,97,L012,WAIT,1,,321
1322,OUTBOUND,7001,NX002,12,0,0,0,8,97,78,43,L012,PENDING,1,,322
1323,INBOUND,7001,KH005,10,0,0,0,77,86,41,79,I005,WAIT,1,,323
1324,OUTBOUND,8001,KH005,5,0,0,0,41,79,78,43,I005,PENDING,1,,324
1325,INBOUND,6001,NX001,10,0,0,0,77,86,33,55,G002,WAIT,1,,325
1326,OUTBOUND,8001,NX001,18,0,0,0,33,55,78,43,G002,PENDING,1,,326
1327,INBOUND,5001,HK005,9,0,0,0,77,86,47,50,D010,WAIT,1,,327
1328,OUTBOUND,6001,HK005,16,0,0,0,47,50,78,43,D010,PENDING,1,,328
1329,INBOUND,7001,NX004,4,0,0,0,77,86,72,10,J001,WAIT,1,,329
1330,OUTBOUND,8001,NX004,6,0,0,0,72,10,78,43,J001,PENDING,1,,330
1331,INBOUND,5001,HK003,3,0,0,0,77,86,26,18,T004,WAIT,1,,331
1332,OUTBOUND,5001,HK003,5,0,0,0,26,18,78,43,T004,PENDING,1,,332
1333,INBOUND,6001,KH003,21,0,0,0,77,86,63,99,F001,WAIT,1,,333
1334,OUTBOUND,7001,KH003,1,0,0,0,63,99,78,43,F001,PENDING,1,,334
1335,INBOUND,7001,NX005,17,0,0,0,77,86,44,54,I008,WAIT,1,,335
1336,OUTBOUND,7001,NX005,17,0,0,0,44,54,78,43,I008,PENDING,1,,336
1337,INBOUND,5001,KH002,23,0,0,0,77,86,42,41,B005,WAIT,1,,337
1338,OUTBOUND,5001,KH002,7,0,0,0,42,41,78,43,B005,PENDING,1,,338
1339,INBOUND,7001,HK001,9,0,0,0,77,86,32,70,Q006,WAIT,1,,339
1340,OUTBOUND,8001,HK001,18,0,0,0,32,70,78,43,Q006,PENDING,1,,340
1341,INBOUND,8001,NX003,1,0,0,0,77,86,27,23,R012,WAIT,1,,341
1342,OUTBOUND,6001,NX003,21,0,0,0,27,23,78,43,R012,PENDING,1,,342
1343,INBOUND,5001,KH004,18,0,0,0,77,86,62,9,K001,WAIT,1,,343
1344,OUTBOUND,7001,KH004,24,0,0,0,62,9,78,43,K001,PENDING,1,,344
1345,INBOUND,5001,HK002,1,0,0,0,77,86,62,95,J010,WAIT,1,,345
1346,OUTBOUND,6001,HK002,4,0,0,0,62,95,78,43,J010,PENDING,1,,346
1347,INBOUND,7001,KH001,20,0,0,0,77,86,7,57,E003,WAIT,1,,347
1348,OUTBOUND,7001,KH001,9,0,0,0,7,57,78,43,E003,PENDING,1,,348
1349,INBOUND,5001,HK004,19,0,0,0,77,86,1,88,K011,WAIT,1,,349
1350,OUTBOUND,7001,HK004,23,0,0,0,1,88,78,43,K011,PENDING,1,,350
1351,INBOUND,7001,NX002,22,0,0,0,77,86,73,73,S005,WAIT,1,,351
1352,OUTBOUND,6001,NX002,16,0,0,0,73,73,78,43,S005,PENDING,1,,352
1353,INBOUND,6001,KH005,2,0,0,0,77,86,75,53,R003,WAIT,1,,353
1354,OUTBOUND,5001,KH005,19,0,0,0,75,53,78,43,R003,PENDING,1,,354
1355,INBOUND,7001,NX001,20,0,0,0,77,86,79,84,I011,WAIT,1,,355
1356,OUTBOUND,6001,NX001,17,0,0,0,79,84,78,43,I011,PENDING,1,,356
1357,INBOUND,8001,HK005,18,0,0,0,77,86,72,43,H012,WAIT,1,,357
1358,OUTBOUND,8001,HK005,23,0,0,0,72,43,78,43,H012,PENDING,1,,358
1359,INBOUND,7001,NX004,6,0,0,0,77,86,5,1,A007,WAIT,1,,359
1360,OUTBOUND,8001,NX004,8,0,0,0,5,1,78,43,A007,PENDING,1,,360
1361,INBOUND,8001,HK003,11,0,0,0,77,86,15,61,E008,WAIT,1,,361
1362,OUTBOUND,6001,HK003,8,0,0,0,15,61,78,43,E008,PENDING,1,,362
1363,INBOUND,6001,KH003,7,0,0,0,77,86,12,57,J003,WAIT,1,,363
1364,OUTBOUND,8001,KH003,13,0,0,0,12,57,78,43,J003,PENDING,1,,364
1365,INBOUND,5001,NX005,8,0,0,0,77,86,32,102,H010,WAIT,1,,365
1366,OUTBOUND,6001,NX005,9,0,0,0,32,102,78,43,H010,PENDING,1,,366
1367,INBOUND,6001,KH002,18,0,0,0,77,86,47,83,C010,WAIT,1,,367
1368,OUTBOUND,8001,KH002,4,0,0,0,47,83,78,43,C010,PENDING,1,,368
1369,INBOUND,6001,HK001,20,0,0,0,77,86,34,9,M011,WAIT,1,,369
1370,OUTBOUND,8001,HK001,14,0,0,0,34,9,78,43,M011,PENDING,1,,370
1371,INBOUND,7001,NX003,9,0,0,0,77,86,3,6,N009,WAIT,1,,371
1372,OUTBOUND,8001,NX003,5,0,0,0,3,6,78,43,N009,PENDING,1,,372
1373,INBOUND,8001,KH004,2,0,0,0,77,86,71,36,P006,WAIT,1,,373
1374,OUTBOUND,6001,KH004,20,0,0,0,71,36,78,43,P006,PENDING,1,,374
1375,INBOUND,5001,HK002,4,0,0,0,77,86,65,76,Q002,WAIT,1,,375
1376,OUTBOUND,7001,HK002,4,0,0,0,65,76,78,43,Q002,PENDING,1,,376
1377,INBOUND,6001,KH001,15,0,0,0,77,86,57,44,A006,WAIT,1,,377
1378,OUTBOUND,5001,KH001,14,0,0,0,57,44,78,43,A006,PENDING,1,,378
1379,INBOUND,7001,HK004,14,0,0,0,77,86,5,13,G009,WAIT,1,,379
1380,OUTBOUND,8001,HK004,6,0,0,0,5,13,78,43,G009,PENDING,1,,380
1381,INBOUND,8001,NX002,18,0,0,0,77,86,43,1,N002,WAIT,1,,381
1382,OUTBOUND,5001,NX002,12,0,0,0,43,1,78,43,N002,PENDING,1,,382
1383,INBOUND,8001,KH005,24,0,0,0,77,86,17,33,I010,WAIT,1,,383
1384,OUTBOUND,7001,KH005,14,0,0,0,17,33,78,43,I010,PENDING,1,,384
1385,INBOUND,7001,NX001,13,0,0,0,77,86,51,68,T009,WAIT,1,,385
1386,OUTBOUND,5001,NX001,2,0,0,0,51,68,78,43,T009,PENDING,1,,386
1387,INBOUND,6001,HK005,10,0,0,0,77,86,64,16,Q004,WAIT,1,,387
1388,OUTBOUND,7001,HK005,12,0,0,0,64,16,78,43,Q004,PENDING,1,,388
1389,INBOUND,5001,NX004,18,0,0,0,77,86,22,80,S010,WAIT,1,,389
1390,OUTBOUND,6001,NX004,1,0,0,0,22,80,78,43,S010,PENDING,1,,390
1391,INBOUND,8001,HK003,15,0,0,0,77,86,76,34,F007,WAIT,1,,391
1392,OUTBOUND,5001,HK003,4,0,0,0,76,34,78,43,F007,PENDING,1,,392
1393,INBOUND,5001,KH003,21,0,0,0,77,86,71,106,M005,WAIT,1,,393
1394,OUTBOUND,6001,KH003,7,0,0,0,71,106,78,43,M005,PENDING,1,,394
1395,INBOUND,7001,NX005,3,0,0,0,77,86,75,25,E011,WAIT,1,,395
1396,OUTBOUND,6001,NX005,20,0,0,0,75,25,78,43,E011,PENDING,1,,396
1397,INBOUND,6001,KH002,4,0,0,0,77,86,51,14,I007,WAIT,1,,397
1398,OUTBOUND,8001,KH002,4,0,0,0,51,14,78,43,I007,PENDING,1,,398
1399,INBOUND,7001,HK001,2,0,0,0,77,86,22,52,C006,WAIT,1,,399
1400,OUTBOUND,5001,HK001,21,0,0,0,22,52,78,43,C006,PENDING,1,,400
1401,INBOUND,7001,NX003,6,0,0,0,77,86,71,14,Q001,WAIT,1,,401
1402,OUTBOUND,7001,NX003,17,0,0,0,71,14,78,43,Q001,PENDING,1,,402
1403,INBOUND,7001,KH004,18,0,0,0,77,86,14,77,R007,WAIT,1,,403
1404,OUTBOUND,7001,KH004,6,0,0,0,14,77,78,43,R007,PENDING,1,,404
1405,INBOUND,7001,HK002,16,0,0,0,77,86,5,105,F008,WAIT,1,,405
1406,OUTBOUND,8001,HK002,21,0,0,0,5,105,78,43,F008,PENDING,1,,406
1407,INBOUND,8001,KH001,20,0,0,0,77,86,79,6,I012,WAIT,1,,407
1408,OUTBOUND,8001,KH001,16,0,0,0,79,6,78,43,I012,PENDING,1,,408
1409,INBOUND,6001,HK004,15,0,0,0,77,86,21,9,I009,WAIT,1,,409
1410,OUTBOUND,5001,HK004,21,0,0,0,21,9,78,43,I009,PENDING,1,,410
1411,INBOUND,6001,NX002,17,0,0,0,77,86,45,95,D005,WAIT,1,,411
1412,OUTBOUND,5001,NX002,7,0,0,0,45,95,78,43,D005,PENDING,1,,412
1413,INBOUND,8001,KH005,21,0,0,0,77,86,4,7,Q011,WAIT,1,,413
1414,OUTBOUND,7001,KH005,18,0,0,0,4,7,78,43,Q011,PENDING,1,,414
1415,INBOUND,5001,NX001,15,0,0,0,77,86,69,65,B010,WAIT,1,,415
1416,OUTBOUND,5001,NX001,22,0,0,0,69,65,78,43,B010,PENDING,1,,416
1417,INBOUND,5001,HK005,23,0,0,0,77,86,12,19,J005,WAIT,1,,417
1418,OUTBOUND,6001,HK005,15,0,0,0,12,19,78,43,J005,PENDING,1,,418
1419,INBOUND,7001,NX004,8,0,0,0,77,86,68,77,C004,WAIT,1,,419
1420,OUTBOUND,7001,NX004,4,0,0,0,68,77,78,43,C004,PENDING,1,,420
1421,INBOUND,6001,HK003,13,0,0,0,77,86,13,10,D008,WAIT,1,,421
1422,OUTBOUND,7001,HK003,15,0,0,0,13,10,78,43,D008,PENDING,1,,422
1423,INBOUND,8001,KH003,20,0,0,0,77,86,56,85,E001,WAIT,1,,423
1424,OUTBOUND,7001,KH003,18,0,0,0,56,85,78,43,E001,PENDING,1,,424
1425,INBOUND,8001,NX005,21,0,0,0,77,86,39,106,K008,WAIT,1,,425
1426,OUTBOUND,7001,NX005,18,0,0,0,39,106,78,43,K008,PENDING,1,,426
1427,INBOUND,6001,KH002,14,0,0,0,77,86,27,29,K004,WAIT,1,,427
1428,OUTBOUND,5001,KH002,17,0,0,0,27,29,78,43,K004,PENDING,1,,428
1429,INBOUND,8001,HK001,12,0,0,0,77,86,31,25,P011,WAIT,1,,429
1430,OUTBOUND,8001,HK001,5,0,0,0,31,25,78,43,P011,PENDING,1,,430
1431,INBOUND,5001,NX003,2,0,0,0,77,86,59,4,L004,WAIT,1,,431
1432,OUTBOUND,7001,NX003,10,0,0,0,59,4,78,43,L004,PENDING,1,,432
1433,INBOUND,8001,KH004,2,0,0,0,77,86,19,33,M002,WAIT,1,,433
1434,OUTBOUND,8001,KH004,24,0,0,0,19,33,78,43,M002,PENDING,1,,434
1435,INBOUND,8001,HK002,24,0,0,0,77,86,17,70,C007,WAIT,1,,435
1436,OUTBOUND,6001,HK002,9,0,0,0,17,70,78,43,C007,PENDING,1,,436
1437,INBOUND,7001,KH001,14,0,0,0,77,86,12,94,L011,WAIT,1,,437
1438,OUTBOUND,6001,KH001,4,0,0,0,12,94,78,43,L011,PENDING,1,,438
1439,INBOUND,6001,HK004,5,0,0,0,77,86,38,69,L005,WAIT,1,,439
1440,OUTBOUND,8001,HK004,1,0,0,0,38,69,78,43,L005,PENDING,1,,440
1441,INBOUND,6001,NX002,17,0,0,0,77,86,23,49,S001,WAIT,1,,441
1442,OUTBOUND,5001,NX002,7,0,0,0,23,49,78,43,S001,PENDING,1,,442
1443,INBOUND,5001,KH005,24,0,0,0,77,86,78,50,D003,WAIT,1,,443
1444,OUTBOUND,5001,KH005,12,0,0,0,78,50,78,43,D003,PENDING,1,,444
1445,INBOUND,5001,NX001,12,0,0,0,77,86,23,94,H005,WAIT,1,,445
1446,OUTBOUND,6001,NX001,5,0,0,0,23,94,78,43,H005,PENDING,1,,446
1447,INBOUND,6001,HK005,20,0,0,0,77,86,61,91,E010,WAIT,1,,447
1448,OUTBOUND,8001,HK005,2,0,0,0,61,91,78,43,E010,PENDING,1,,448
1449,INBOUND,7001,NX004,11,0,0,0,77,86,10,33,C005,WAIT,1,,449
1450,OUTBOUND,7001,NX004,3,0,0,0,10,33,78,43,C005,PENDING,1,,450
1451,INBOUND,6001,HK003,22,0,0,0,77,86,18,13,T011,WAIT,1,,451
1452,OUTBOUND,6001,HK003,9,0,0,0,18,13,78,43,T011,PENDING,1,,452
1453,INBOUND,7001,KH003,16,0,0,0,77,86,67,67,O002,WAIT,1,,453
1454,OUTBOUND,5001,KH003,14,0,0,0,67,67,78,43,O002,PENDING,1,,454
1455,INBOUND,7001,NX005,18,0,0,0,77,86,11,60,J002,WAIT,1,,455
1456,OUTBOUND,6001,NX005,2,0,0,0,11,60,78,43,J002,PENDING,1,,456
1457,INBOUND,6001,KH002,15,0,0,0,77,86,39,69,O010,WAIT,1,,457
1458,OUTBOUND,6001,KH002,19,0,0,0,39,69,78,43,O010,PENDING,1,,458
1459,INBOUND,8001,HK001,11,0,0,0,77,86,6,12,R008,WAIT,1,,459
1460,OUTBOUND,5001,HK001,10,0,0,0,6,12,78,43,R008,PENDING,1,,460
1461,INBOUND,5001,NX003,14,0,0,0,77,86,18,48,D012,WAIT,1,,461
1462,OUTBOUND,6001,NX003,1,0,0,0,18,48,78,43,D012,PENDING,1,,462
1463,INBOUND,5001,KH004,9,0,0,0,77,86,50,91,Q003,WAIT,1,,463
1464,OUTBOUND,7001,KH004,3,0,0,0,50,91,78,43,Q003,PENDING,1,,464
1465,INBOUND,6001,HK002,21,0,0,0,77,86,62,31,H004,WAIT,1,,465
1466,OUTBOUND,5001,HK002,22,0,0,0,62,31,78,43,H004,PENDING,1,,466
1467,INBOUND,7001,KH001,17,0,0,0,77,86,9,15,L001,WAIT,1,,467
1468,OUTBOUND,6001,KH001,7,0,0,0,9,15,78,43,L001,PENDING,1,,468
1469,INBOUND,5001,HK004,18,0,0,0,77,86,22,13,C002,WAIT,1,,469
1470,OUTBOUND,6001,HK004,19,0,0,0,22,13,78,43,C002,PENDING,1,,470
1471,INBOUND,5001,NX002,19,0,0,0,77,86,49,23,C009,WAIT,1,,471
1472,OUTBOUND,5001,NX002,16,0,0,0,49,23,78,43,C009,PENDING,1,,472
1473,INBOUND,5001,KH005,21,0,0,0,77,86,26,76,R001,WAIT,1,,473
1474,OUTBOUND,7001,KH005,20,0,0,0,26,76,78,43,R001,PENDING,1,,474
1475,INBOUND,8001,NX001,22,0,0,0,77,86,55,16,H001,WAIT,1,,475
1476,OUTBOUND,5001,NX001,19,0,0,0,55,16,78,43,H001,PENDING,1,,476
1477,INBOUND,5001,HK005,18,0,0,0,77,86,44,66,N001,WAIT,1,,477
1478,OUTBOUND,8001,HK005,7,0,0,0,44,66,78,43,N001,PENDING,1,,478
1479,INBOUND,5001,NX004,11,0,0,0,77,86,62,44,A002,WAIT,1,,479
1480,OUTBOUND,5001,NX004,2,0,0,0,62,44,78,43,A002,PENDING,1,,480
1481,INBOUND,5001,HK003,24,0,0,0,77,86,66,36,S003,WAIT,1,,481
1482,OUTBOUND,8001,HK003,18,0,0,0,66,36,78,43,S003,PENDING,1,,482
1483,INBOUND,6001,KH003,20,0,0,0,77,86,79,94,G003,WAIT,1,,483
1484,OUTBOUND,8001,KH003,12,0,0,0,79,94,78,43,G003,PENDING,1,,484
1485,INBOUND,7001,NX005,2,0,0,0,77,86,10,59,B011,WAIT,1,,485
1486,OUTBOUND,5001,NX005,16,0,0,0,10,59,78,43,B011,PENDING,1,,486
1487,INBOUND,6001,KH002,7,0,0,0,77,86,2,53,K006,WAIT,1,,487
1488,OUTBOUND,7001,KH002,24,0,0,0,2,53,78,43,K006,PENDING,1,,488
1489,INBOUND,5001,HK001,7,0,0,0,77,86,41,29,A004,WAIT,1,,489
1490,OUTBOUND,8001,HK001,12,0,0,0,41,29,78,43,A004,PENDING,1,,490
1491,INBOUND,7001,NX003,7,0,0,0,77,86,74,46,P004,WAIT,1,,491
1492,OUTBOUND,8001,NX003,19,0,0,0,74,46,78,43,P004,PENDING,1,,492
1493,INBOUND,5001,KH004,20,0,0,0,77,86,4,28,H009,WAIT,1,,493
1494,OUTBOUND,8001,KH004,4,0,0,0,4,28,78,43,H009,PENDING,1,,494
1495,INBOUND,8001,HK002,12,0,0,0,77,86,22,22,F002,WAIT,1,,495
1496,OUTBOUND,5001,HK002,13,0,0,0,22,22,78,43,F002,PENDING,1,,496
1497,INBOUND,7001,KH001,10,0,0,0,77,86,62,55,S007,WAIT,1,,497
1498,OUTBOUND,8001,KH001,22,0,0,0,62,55,78,43,S007,PENDING,1,,498
1499,INBOUND,7001,HK004,1,0,0,0,77,86,8,94,A003,WAIT,1,,499
1500,OUTBOUND,7001,HK004,6,0,0,0,8,94,78,43,A003,PENDING,1,,500
1501,INBOUND,7001,NX002,8,0,0,0,77,86,6,106,K002,WAIT,1,,501
1502,OUTBOUND,6001,NX002,11,0,0,0,6,106,78,43,K002,PENDING,1,,502
1503,INBOUND,5001,KH005,11,0,0,0,77,86,8,73,L008,WAIT,1,,503
1504,OUTBOUND,8001,KH005,12,0,0,0,8,73,78,43,L008,PENDING,1,,504
1505,INBOUND,5001,NX001,1,0,0,0,77,86,74,101,N011,WAIT,1,,505
1506,OUTBOUND,6001,NX001,13,0,0,0,74,101,78,43,N011,PENDING,1,,506
1507,INBOUND,6001,HK005,20,0,0,0,77,86,18,56,S006,WAIT,1,,507
1508,OUTBOUND,6001,HK005,21,0,0,0,18,56,78,43,S006,PENDING,1,,508
1509,INBOUND,8001,NX004,10,0,0,0,77,86,74,51,T006,WAIT,1,,509
1510,OUTBOUND,6001,NX004,23,0,0,0,74,51,78,43,T006,PENDING,1,,510
1511,INBOUND,6001,HK003,6,0,0,0,77,86,58,92,L003,WAIT,1,,511
1512,OUTBOUND,6001,HK003,13,0,0,0,58,92,78,43,L003,PENDING,1,,512
1513,INBOUND,7001,KH003,24,0,0,0,77,86,56,95,D007,WAIT,1,,513
1514,OUTBOUND,5001,KH003,12,0,0,0,56,95,78,43,D007,PENDING,1,,514
1515,INBOUND,5001,NX005,3,0,0,0,77,86,41,91,P007,WAIT,1,,515
1516,OUTBOUND,8001,NX005,23,0,0,0,41,91,78,43,P007,PENDING,1,,516
1517,INBOUND,6001,KH002,4,0,0,0,77,86,58,94,M006,WAIT,1,,517
1518,OUTBOUND,7001,KH002,1,0,0,0,58,94,78,43,M006,PENDING,1,,518
1519,INBOUND,8001,HK001,10,0,0,0,77,86,37,104,G010,WAIT,1,,519
1520,OUTBOUND,5001,HK001,2,0,0,0,37,104,78,43,G010,PENDING,1,,520
1521,INBOUND,5001,NX003,19,0,0,0,77,86,52,46,H011,WAIT,1,,521
1522,OUTBOUND,7001,NX003,3,0,0,0,52,46,78,43,H011,PENDING,1,,522
1523,INBOUND,6001,KH004,11,0,0,0,77,86,66,46,Q007,WAIT,1,,523
1524,OUTBOUND,7001,KH004,10,0,0,0,66,46,78,43,Q007,PENDING,1,,524
1525,INBOUND,5001,HK002,1,0,0,0,77,86,15,81,A009,WAIT,1,,525
1526,OUTBOUND,7001,HK002,19,0,0,0,15,81,78,43,A009,PENDING,1,,526
1527,INBOUND,7001,KH001,4,0,0,0,77,86,3,55,S004,WAIT,1,,527
1528,OUTBOUND,6001,KH001,14,0,0,0,3,55,78,43,S004,PENDING,1,,528
1529,INBOUND,8001,HK004,13,0,0,0,77,86,33,39,K009,WAIT,1,,529
1530,OUTBOUND,5001,HK004,11,0,0,0,33,39,78,43,K009,PENDING,1,,530
1531,INBOUND,5001,NX002,24,0,0,0,77,86,42,104,B012,WAIT,1,,531
1532,OUTBOUND,5001,NX002,8,0,0,0,42,104,78,43,B012,PENDING,1,,532
1533,INBOUND,6001,KH005,6,0,0,0,77,86,62,71,E012,WAIT,1,,533
1534,OUTBOUND,5001,KH005,19,0,0,0,62,71,78,43,E012,PENDING,1,,534
1535,INBOUND,7001,NX001,16,0,0,0,77,86,42,52,R005,WAIT,1,,535
1536,OUTBOUND,8001,NX001,7,0,0,0,42,52,78,43,R005,PENDING,1,,536
1537,INBOUND,5001,HK005,1,0,0,0,77,86,44,55,F005,WAIT,1,,537
1538,OUTBOUND,8001,HK005,22,0,0,0,44,55,78,43,F005,PENDING,1,,538
1539,INBOUND,5001,NX004,13,0,0,0,77,86,61,15,H003,WAIT,1,,539
1540,OUTBOUND,7001,NX004,17,0,0,0,61,15,78,43,H003,PENDING,1,,540
1541,INBOUND,5001,HK003,1,0,0,0,77,86,14,14,D011,WAIT,1,,541
1542,OUTBOUND,6001,HK003,2,0,0,0,14,14,78,43,D011,PENDING,1,,542
1543,INBOUND,8001,KH003,19,0,0,0,77,86,76,93,N003,WAIT,1,,543
1544,OUTBOUND,7001,KH003,13,0,0,0,76,93,78,43,N003,PENDING,1,,544
1545,INBOUND,5001,NX005,16,0,0,0,77,86,38,82,L010,WAIT,1,,545
1546,OUTBOUND,6001,NX005,8,0,0,0,38,82,78,43,L010,PENDING,1,,546
1547,INBOUND,8001,KH002,2,0,0,0,77,86,27,2,C008,WAIT,1,,547
1548,OUTBOUND,6001,KH002,16,0,0,0,27,2,78,43,C008,PENDING,1,,548
1549,INBOUND,5001,HK001,9,0,0,0,77,86,20,83,S008,WAIT,1,,549
1550,OUTBOUND,8001,HK001,24,0,0,0,20,83,78,43,S008,PENDING,1,,550
1551,INBOUND,7001,NX003,3,0,0,0,77,86,49,28,T003,WAIT,1,,551
1552,OUTBOUND,6001,NX003,12,0,0,0,49,28,78,43,T003,PENDING,1,,552
1553,INBOUND,5001,KH004,6,0,0,0,77,86,30,41,J009,WAIT,1,,553
1554,OUTBOUND,8001,KH004,1,0,0,0,30,41,78,43,J009,PENDING,1,,554
1555,INBOUND,7001,HK002,18,0,0,0,77,86,77,50,G001,WAIT,1,,555
1556,OUTBOUND,7001,HK002,19,0,0,0,77,50,78,43,G001,PENDING,1,,556
1557,INBOUND,6001,KH001,6,0,0,0,77,86,24,77,M001,WAIT,1,,557
1558,OUTBOUND,7001,KH001,7,0,0,0,24,77,78,43,M001,PENDING,1,,558
1559,INBOUND,5001,HK004,5,0,0,0,77,86,66,107,M012,WAIT,1,,559
1560,OUTBOUND,7001,HK004,18,0,0,0,66,107,78,43,M012,PENDING,1,,560
1561,INBOUND,5001,NX002,24,0,0,0,77,86,32,26,T008,WAIT,1,,561
1562,OUTBOUND,7001,NX002,12,0,0,0,32,26,78,43,T008,PENDING,1,,562
1563,INBOUND,5001,KH005,24,0,0,0,77,86,54,19,T007,WAIT,1,,563
1564,OUTBOUND,7001,KH005,19,0,0,0,54,19,78,43,T007,PENDING,1,,564
1565,INBOUND,8001,NX001,3,0,0,0,77,86,38,44,I004,WAIT,1,,565
1566,OUTBOUND,6001,NX001,7,0,0,0,38,44,78,43,I004,PENDING,1,,566
1567,INBOUND,8001,HK005,21,0,0,0,77,86,33,103,A012,WAIT,1,,567
1568,OUTBOUND,6001,HK005,14,0,0,0,33,103,78,43,A012,PENDING,1,,568
1569,INBOUND,5001,NX004,24,0,0,0,77,86,6,45,R010,WAIT,1,,569
1570,OUTBOUND,5001,NX004,3,0,0,0,6,45,78,43,R010,PENDING,1,,570
1571,INBOUND,8001,HK003,24,0,0,0,77,86,57,67,J008,WAIT,1,,571
1572,OUTBOUND,7001,HK003,21,0,0,0,57,67,78,43,J008,PENDING,1,,572
1573,INBOUND,8001,KH003,5,0,0,0,77,86,71,35,F006,WAIT,1,,573
1574,OUTBOUND,7001,KH003,2,0,0,0,71,35,78,43,F006,PENDING,1,,574
1575,INBOUND,6001,NX005,6,0,0,0,77,86,17,49,T002,WAIT,1,,575
1576,OUTBOUND,6001,NX005,1,0,0,0,17,49,78,43,T002,PENDING,1,,576
1577,INBOUND,6001,KH002,12,0,0,0,77,86,34,62,P012,WAIT,1,,577
1578,OUTBOUND,7001,KH002,13,0,0,0,34,62,78,43,P012,PENDING,1,,578
1579,INBOUND,5001,HK001,3,0,0,0,77,86,32,44,M008,WAIT,1,,579
1580,OUTBOUND,8001,HK001,16,0,0,0,32,44,78,43,M008,PENDING,1,,580
1581,INBOUND,7001,NX003,5,0,0,0,77,86,74,3,K012,WAIT,1,,581
1582,OUTBOUND,8001,NX003,20,0,0,0,74,3,78,43,K012,PENDING,1,,582
1583,INBOUND,6001,KH004,17,0,0,0,77,86,2,24,B008,WAIT,1,,583
1584,OUTBOUND,8001,KH004,3,0,0,0,2,24,78,43,B008,PENDING,1,,584
1585,INBOUND,8001,HK002,15,0,0,0,77,86,57,9,O001,WAIT,1,,585
1586,OUTBOUND,7001,HK002,11,0,0,0,57,9,78,43,O001,PENDING,1,,586
1587,INBOUND,5001,KH001,24,0,0,0,77,86,65,64,M003,WAIT,1,,587
1588,OUTBOUND,5001,KH001,17,0,0,0,65,64,78,43,M003,PENDING,1,,588
1589,INBOUND,8001,HK004,13,0,0,0,77,86,48,61,P009,WAIT,1,,589
1590,OUTBOUND,7001,HK004,20,0,0,0,48,61,78,43,P009,PENDING,1,,590
1591,INBOUND,8001,NX002,20,0,0,0,77,86,71,76,B002,WAIT,1,,591
1592,OUTBOUND,7001,NX002,18,0,0,0,71,76,78,43,B002,PENDING,1,,592
1593,INBOUND,8001,KH005,16,0,0,0,77,86,59,61,O006,WAIT,1,,593
1594,OUTBOUND,7001,KH005,24,0,0,0,59,61,78,43,O006,PENDING,1,,594
1595,INBOUND,6001,NX001,8,0,0,0,77,86,54,86,K005,WAIT,1,,595
1596,OUTBOUND,6001,NX001,5,0,0,0,54,86,78,43,K005,PENDING,1,,596
1597,INBOUND,6001,HK005,6,0,0,0,77,86,10,49,T005,WAIT,1,,597
1598,OUTBOUND,6001,HK005,2,0,0,0,10,49,78,43,T005,PENDING,1,,598
1599,INBOUND,5001,NX004,17,0,0,0,77,86,35,91,D009,WAIT,1,,599
1600,OUTBOUND,5001,NX004,12,0,0,0,35,91,78,43,D009,PENDING,1,,600
1601,INBOUND,6001,HK003,23,0,0,0,77,86,76,31,O005,WAIT,1,,601
1602,OUTBOUND,6001,HK003,13,0,0,0,76,31,78,43,O005,PENDING,1,,602
